decade,proptype,city,flip_num,investor_flip_num,non_investor_flip_num,buy_num,cash_buy_num,cash_total,cash_median,non_cash_median,non_cash_total,total_price,median_price,cash_total_adj,non_cash_total_adj,cash_median_adj,non_cash_median_adj,total_price_adj,median_price_adj,investor_sell_num,investor_sell_total_price,investor_sell_median_price,investor_sell_total_price_adj,investor_sell_median_price_adj,non_investor_sell_num,non_investor_sell_total_price,non_investor_sell_median_price,non_investor_sell_total_price_adj,non_investor_sell_median_price_adj,investor_buy_num,investor_total_price,investor_median_price,investor_total_price_adj,investor_median_price_adj,investor_cash_buy_num,investor_cash_total_adj,investor_cash_median_adj,investor_non_cash_total_adj,investor_non_cash_median_adj,investor_cash_total,investor_cash_median,investor_non_cash_total,investor_non_cash_median,non_investor_buy_num,non_investor_total_price,non_investor_median_price,non_investor_total_price_adj,non_investor_median_price_adj,non_investor_cash_buy_num,non_investor_cash_total_adj,non_investor_cash_median_adj,non_investor_non_cash_total_adj,non_investor_non_cash_median_adj,non_investor_cash_total,non_investor_cash_median,non_investor_non_cash_total,non_investor_non_cash_median,p_total_cash_is_non_investor_adj,p_total_cash_is_investor_adj,p_cash_buy_is_investor,p_cash_buy_is_non_investor,p_buy_is_investor,p_buy_is_non_investor,p_sell_is_investor,p_sell_is_non_investor,p_flip,p_flip_is_investor,p_flip_is_non_investor,p_investor_sell_flip,p_non_investor_sell_flip,p_non_investor_total_is_cash_adj,p_non_investor_total_is_cash,p_investor_total_is_cash_adj,p_investor_total_is_cash,p_investor_is_cash_buy,p_non_investor_is_cash_buy
2010-2019,R1F,Wellesley,535,388,147,3911,778,1132416090.0,1200000.0,1149000.0,4053137812.0,5185553902,1150000.0,1432620412.0,5163835756.0,1509141.5,1443987.0,6596456168,1457279.0,1146,1987066128.0,1500500.0,2522968075.0,1913882.5,2765,3198487774.0,1047500.0,4073488093.0,1329545.0,890,1129459044.0,951000.0,1438970575.0,1222556.5,258,455167890.0,1301231.5,983802685.0,1209139.0,359640287.0,1020000.0,769818757.0,925000.0,3021,4056094858.0,1200000.0,5157485593.0,1518528.0,520,977452522.0,1605476.0,4180033071.0,1504140.0,772775803.0,1262500.0,3283319055.0,1195000.0,68.22829786680438,31.771702133195628,33.16195372750643,66.83804627249359,22.756328304781388,77.24367169521862,29.30196880593199,70.69803119406801,13.67936589107645,72.52336448598132,27.476635514018692,33.85689354275742,5.3164556962025316,18.952113474183,19.052212289262,31.63149392405053,31.841817453276335,28.98876404494382,17.212843429328036
2010-2019,R1F,Wenham,38,20,18,483,109,69917230.0,454235.0,557500.0,229601326.0,299518556,540000.0,87344754.0,290571044.0,601317.0,701455.0,377915798,673323.0,72,43426800.0,471500.0,54557773.0,599822.5,411,256091756.0,555000.0,323358025.0,700351.0,56,34062726.0,382500.0,43292770.0,518332.5,34,26148278.0,477095.5,17144492.0,591903.5,20618726.0,378511.0,13444000.0,470000.0,427,265455830.0,560000.0,334623028.0,701877.0,75,61196476.0,672590.0,273426552.0,707397.0,49298504.0,530000.0,216157326.0,562900.0,70.06313853720397,29.93686146279604,31.19266055045872,68.80733944954129,11.594202898550725,88.40579710144928,14.906832298136646,85.09316770186336,7.867494824016563,52.63157894736842,47.368421052631575,27.77777777777778,4.37956204379562,18.288184278817774,18.57126437946381,60.39871784595904,60.531638013939336,60.71428571428571,17.56440281030445
2010-2019,R1F,Weston,118,71,47,1422,346,615292447.0,1313750.0,1262500.0,1600698889.0,2215991336,1285000.0,785288551.0,2035889554.0,1687834.5,1604430.0,2821178105,1618128.0,392,899299960.0,1796500.0,1139253814.0,2303435.5,1030,1316691376.0,1190000.0,1681924291.0,1501002.0,275,419414074.0,1200000.0,529223588.0,1501611.0,97,213843083.0,1488587.0,315380505.0,1507493.5,169810049.0,1155000.0,249604025.0,1220000.0,1147,1796577262.0,1300000.0,2291954517.0,1636636.0,249,571445468.0,1798940.0,1720509049.0,1613584.0,445482398.0,1385000.0,1351094864.0,1281250.0,72.76885257938773,27.231147420612274,28.034682080924856,71.96531791907515,19.33895921237693,80.66104078762307,27.566807313642755,72.43319268635724,8.29817158931083,60.16949152542372,39.83050847457627,18.112244897959183,4.563106796116505,24.932670511628658,24.796172556702434,40.406944786444406,40.48744654191075,35.27272727272727,21.708805579773323
2010-2019,R1F,Westwood,167,101,66,1887,297,337903016.0,559900.0,648250.0,1187749540.0,1525652556,639000.0,443236233.0,1498776505.0,708626.0,815857.0,1942012738,804388.0,319,412643599.0,750000.0,532252499.0,951229.0,1568,1113008957.0,628000.0,1409760239.0,788937.0,317,343066693.0,550000.0,447266036.0,699752.0,108,262021006.0,610440.0,185245030.0,725206.0,195885886.0,514500.0,147180807.0,575000.0,1570,1182585863.0,652000.0,1494746702.0,823942.0,189,181215227.0,773075.0,1313531475.0,826994.0,142017130.0,630000.0,1040568733.0,655000.0,40.88456978651382,59.11543021348618,36.36363636363637,63.63636363636363,16.79915209326974,83.20084790673026,16.905140434552198,83.09485956544779,8.850026497085322,60.47904191616767,39.52095808383233,31.661442006269592,4.209183673469387,12.123473947628085,12.009033292494212,58.58280864411534,57.09848551226161,34.06940063091483,12.038216560509554
2010-2019,R1F,Weymouth,607,370,237,5771,1047,292754153.0,260000.0,341000.0,1654659660.0,1947413813,330000.0,370848004.0,2077639424.0,332463.0,429906.0,2448487428,418222.0,1210,372379326.0,298085.0,470511712.0,377787.0,4561,1575034487.0,337000.0,1977975716.0,425083.0,949,263370992.0,255000.0,333073115.0,323595.0,539,175560521.0,305046.0,157512594.0,357594.0,137309490.0,240000.0,126061502.0,297000.0,4822,1684042821.0,340000.0,2115414313.0,429080.0,508,195287483.0,377934.0,1920126830.0,432981.0,155444663.0,298250.0,1528598158.0,345000.0,52.65970987941464,47.34029012058536,51.480420248328564,48.51957975167144,16.444290417605266,83.55570958239473,20.9669034829319,79.0330965170681,10.518107780280713,60.95551894563427,39.04448105436573,30.57851239669421,5.1962288971716735,9.231642321784744,9.230445987572663,52.709304081777965,52.13538854727023,56.79662802950474,10.535047698050601
2010-2019,R1F,Wilmington,332,197,135,2654,451,130179915.0,275000.0,415000.0,960443374.0,1090623289,395000.0,166311602.0,1209992803.0,349131.0,526408.0,1376304405,501252.0,557,229231850.0,379516.0,289709573.0,488261.0,2097,861391439.0,398000.0,1086594832.0,502787.0,391,123870306.0,282500.0,157035660.0,356363.0,234,82128178.0,332423.5,74907482.0,423820.0,63930425.0,265912.0,59939881.0,332000.0,2263,966752983.0,410000.0,1219268745.0,521257.0,217,84183424.0,383668.0,1135085321.0,531759.5,66249490.0,303700.0,900503493.0,419000.0,50.61789014575183,49.38210985424817,51.88470066518847,48.11529933481153,14.732479276563678,85.26752072343632,20.987189148455162,79.01281085154483,12.509419743782967,59.337349397590366,40.66265060240964,35.36804308797127,6.437768240343347,6.904419090969154,6.852783613288318,52.29906251866614,51.61077506339574,59.846547314578004,9.58904109589041
2010-2019,R1F,Winchester,246,165,81,2565,346,347098661.0,845750.0,900000.0,2265281918.0,2612380579,891000.0,439397185.0,2862346324.0,1069572.5,1150833.0,3301743509,1140550.0,513,618678800.0,1000000.0,768520174.0,1310671.0,2052,1993701779.0,875000.0,2533223335.0,1116125.0,447,432751246.0,780000.0,540187071.0,975256.0,135,156576675.0,892604.0,383610396.0,1007577.0,125383328.0,699000.0,307367918.0,800000.0,2118,2179629333.0,920000.0,2761556438.0,1177734.5,211,282820510.0,1201289.0,2478735928.0,1177153.0,221715333.0,936500.0,1957914000.0,917500.0,64.36557166382393,35.63442833617607,39.017341040462426,60.982658959537574,17.42690058479532,82.57309941520468,20.0,80.0,9.5906432748538,67.07317073170732,32.926829268292686,32.16374269005848,3.9473684210526314,10.241344558752777,10.17215769870537,28.985639125006013,28.97353367758992,30.201342281879196,9.962228517469311
2010-2019,R1F,Winthrop,103,62,41,978,150,47949920.0,302138.0,383750.0,332189106.0,380139026,375000.0,60430047.0,414625941.0,390459.0,496041.0,475055988,477784.0,185,69123571.0,351825.0,86342711.0,445422.0,793,311015455.0,377000.0,388713277.0,483471.0,152,52807164.0,325000.0,65585028.0,401581.5,53,21305588.0,374069.0,44279440.0,425974.0,16822164.0,300000.0,35985000.0,348000.0,826,327331862.0,380000.0,409470960.0,494515.5,97,39124459.0,392820.0,370346501.0,499973.0,31127756.0,305000.0,296204106.0,388000.0,64.74338667980848,35.256613320191526,35.333333333333336,64.66666666666666,15.541922290388548,84.45807770961146,18.916155419222903,81.0838445807771,10.531697341513292,60.19417475728155,39.80582524271845,33.513513513513516,5.170239596469105,9.554880033494927,9.509540504187154,32.48544469631087,31.855836833047878,34.868421052631575,11.743341404358354
2010-2019,R1F,Woburn,271,160,111,3120,613,195533754.0,322000.0,394000.0,1036134221.0,1231667975,385000.0,247778609.0,1307198879.0,411134.0,503284.0,1554977488,490717.5,567,203418236.0,343397.0,257722975.0,441294.0,2553,1028249739.0,390000.0,1297254513.0,497020.0,432,149732222.0,323500.0,190307633.0,413621.0,209,84510566.0,376692.0,105797067.0,436413.0,65936789.0,300000.0,83795433.0,350000.0,2688,1081935753.0,393000.0,1364669855.0,502257.0,404,163268043.0,449388.5,1201401812.0,507821.5,129596965.0,344375.0,952338788.0,400000.0,65.89271110162701,34.107288898372985,34.09461663947798,65.90538336052202,13.846153846153847,86.15384615384616,18.173076923076923,81.82692307692308,8.685897435897436,59.040590405904055,40.959409594095945,28.21869488536155,4.3478260869565215,11.963922438955024,11.978249599447334,44.40734439695333,44.03647265716794,48.379629629629626,15.029761904761903
2010-2019,R1F,Wrentham,119,52,67,1349,271,88636972.0,284000.0,420000.0,481510746.0,570147718,396000.0,112837377.0,605095374.0,358436.0,534210.5,717932751,506161.0,242,90069273.0,315000.0,113577605.0,398146.0,1107,480078445.0,415000.0,604355146.0,528814.0,188,66057623.0,295214.5,83184361.0,373240.0,105,39094774.0,316101.0,44089587.0,446302.0,30265547.0,250204.0,35792076.0,355500.0,1161,504090095.0,415000.0,634748390.0,525967.0,166,73742603.0,416975.5,561005787.0,540875.0,58371425.0,321250.0,445718670.0,425000.0,65.35299291829514,34.64700708170485,38.74538745387454,61.254612546125465,13.936249073387694,86.0637509266123,17.93921423276501,82.06078576723499,8.82134914751668,43.69747899159664,56.30252100840336,21.487603305785125,6.052393857271906,11.617611664993746,11.579561982863401,46.99774516510381,45.816887779931164,55.85106382978723,14.29801894918174
2010-2019,R2F,Acton,4,1,3,35,4,1372686.0,321293.0,508000.0,15877550.0,17250236,490000.0,1652034.0,20174245.0,392225.5,654620.0,21826279,614008.0,5,2439586.0,342586.0,3146112.0,438066.0,30,14810650.0,505250.0,18680167.0,622848.5,6,3549586.0,457500.0,4418190.0,590818.5,3,1334399.0,438066.0,3083791.0,1154617.0,1097586.0,342586.0,2452000.0,992000.0,29,13700650.0,502500.0,17408089.0,614008.0,1,317635.0,317635.0,17090454.0,634314.0,275100.0,275100.0,13425550.0,505250.0,19.226904531020548,80.77309546897945,75.0,25.0,17.142857142857142,82.85714285714286,14.285714285714285,85.71428571428571,11.428571428571429,25.0,75.0,20.0,10.0,1.8246402577560352,2.0079339301420007,30.2023905717047,30.921521552090862,50.0,3.4482758620689653
2010-2019,R2F,Arlington,135,97,38,763,188,111368255.0,600000.0,665000.0,411246436.0,522614691,650000.0,141593186.0,517273599.0,811229.5,872827.0,658866785,853050.0,254,182989894.0,663000.0,229358349.0,869274.0,509,339624797.0,649000.0,429508436.0,847889.0,232,179453150.0,720000.0,223481374.0,899136.5,72,58910869.0,841216.0,164570505.0,925407.5,46603299.0,651500.0,132849851.0,770500.0,531,343161541.0,619800.0,435385411.0,829185.0,116,82682317.0,764964.5,352703094.0,840108.0,64764956.0,549500.0,278396585.0,640000.0,58.394276826287395,41.60572317371261,38.297872340425535,61.702127659574465,30.40629095674967,69.59370904325033,33.28964613368283,66.71035386631718,17.693315858453474,71.85185185185186,28.14814814814815,38.188976377952756,7.465618860510806,18.99060347706506,18.873022836786944,26.36052747733688,25.969618811372214,31.03448275862069,21.84557438794727
2010-2019,R2F,Ashland,0,0,0,45,6,1644300.0,277500.0,350000.0,15081094.0,16725394,340000.0,2081995.0,18333004.0,360314.0,421972.0,20414999,421972.0,12,3797095.0,329697.5,4667263.0,404394.5,33,12928299.0,340000.0,15747736.0,423037.0,14,5850500.0,330000.0,7015616.0,424750.5,4,1361367.0,351603.0,5654249.0,435024.0,1068000.0,277500.0,4782500.0,348500.0,31,10874894.0,350000.0,13399383.0,421972.0,2,720628.0,360314.0,12678755.0,421972.0,576300.0,288150.0,10298594.0,350000.0,34.61237899226463,65.38762100773536,66.66666666666666,33.33333333333333,31.11111111111111,68.88888888888889,26.666666666666668,73.33333333333333,0.0,,,0.0,0.0,5.378068527483691,5.299361998379019,19.404810639578905,18.254850012819418,28.57142857142857,6.451612903225806
2010-2019,R2F,Bedford,4,2,2,70,16,6678334.0,400000.0,427975.0,26342825.0,33021159,422500.0,8449614.0,33368999.0,513429.0,549891.5,41818613,541390.0,17,7997284.0,420000.0,10014605.0,530662.0,53,25023875.0,425000.0,31804008.0,543905.0,26,10577909.0,400000.0,13481324.0,517257.5,8,3849420.0,494248.5,9631904.0,520785.5,3039334.0,370000.0,7538575.0,412500.0,44,22443250.0,448000.0,28337289.0,585193.5,8,4600194.0,593570.5,23737095.0,585193.5,3639000.0,433000.0,18804250.0,450000.0,54.44265264661794,45.55734735338206,50.0,50.0,37.142857142857146,62.857142857142854,24.285714285714285,75.71428571428571,5.714285714285714,50.0,50.0,11.76470588235294,3.7735849056603774,16.233712406292643,16.214229222594767,28.55372365503566,28.73284313563295,30.76923076923077,18.181818181818183
2010-2019,R2F,Bellingham,4,2,2,81,22,4493022.0,218104.5,245000.0,15591650.0,20084672,237000.0,5921662.0,19615770.0,292409.0,316148.0,25537432,314135.0,24,5442247.0,227000.0,7019385.0,305815.5,57,14642425.0,245000.0,18518047.0,318426.0,17,4064247.0,238000.0,5205858.0,329066.0,10,2582444.0,273238.0,2623414.0,386797.0,1928247.0,208054.5,2136000.0,297000.0,64,16020425.0,236000.0,20331574.0,310351.0,12,3339218.0,301452.5,16992356.0,310351.0,2564775.0,228750.0,13455650.0,236000.0,56.38987838211638,43.61012161788363,45.45454545454545,54.54545454545454,20.98765432098765,79.01234567901234,29.629629629629626,70.37037037037037,4.938271604938271,50.0,50.0,8.333333333333332,3.508771929824561,16.423804669525342,16.009406741706293,49.6065009840837,47.44413909882938,58.82352941176471,18.75
2010-2019,R2F,Belmont,54,33,21,541,123,75223671.0,640000.0,666000.0,303283293.0,378506964,652000.0,95398477.0,386248833.0,837551.0,872532.5,481647310,864204.0,143,110812584.0,680000.0,140944710.0,875996.0,398,267694380.0,647500.0,340702600.0,863445.5,141,110159081.0,685000.0,139790674.0,892604.0,47,41455515.0,922103.0,98335159.0,876875.0,32817331.0,700000.0,77341750.0,678000.0,400,268347883.0,641000.0,341856636.0,855338.0,76,53942962.0,760303.5,287913674.0,872532.5,42406340.0,589500.0,225941543.0,651000.0,56.54488802792942,43.45511197207058,38.21138211382114,61.78861788617886,26.062846580406656,73.93715341959334,26.432532347504623,73.56746765249538,9.981515711645102,61.111111111111114,38.88888888888889,23.076923076923077,5.276381909547738,15.779410524591952,15.802748106643346,29.655422506940628,29.790854010483258,33.33333333333333,19.0
2010-2019,R2F,Beverly,34,22,12,369,81,27446441.0,300000.0,400000.0,122976443.0,150422884,388000.0,34659214.0,153958460.0,386797.0,503122.5,188617674,484939.0,80,32567758.0,338500.0,40496453.0,446614.0,289,117855126.0,395000.0,148121221.0,496485.0,96,36130131.0,331000.0,45113454.0,429350.0,47,20100010.0,386797.0,25013444.0,436413.0,15867308.0,311000.0,20262823.0,339000.0,273,114292753.0,400000.0,143504220.0,511227.0,34,14559204.0,387294.0,128945016.0,520563.0,11579133.0,284500.0,102713620.0,405000.0,42.00673448624657,57.99326551375342,58.0246913580247,41.9753086419753,26.01626016260163,73.98373983739837,21.680216802168022,78.31978319783198,9.214092140921409,64.70588235294117,35.294117647058826,27.500000000000004,4.1522491349480966,10.145488404452497,10.131117412142483,44.55435844038898,43.917106195933805,48.95833333333333,12.454212454212454
2010-2019,R2F,Bolton,1,1,0,10,4,1961400.0,431450.0,292750.0,1944014.0,3905414,360250.0,2249433.0,2460781.0,490543.5,362852.5,4710214,425516.5,3,1564400.0,452900.0,1780607.0,507694.0,7,2341014.0,297500.0,2929607.0,377640.0,2,1253900.0,626950.0,1432542.0,716271.0,2,1432542.0,716271.0,0.0,,1253900.0,626950.0,0.0,,8,2651514.0,304000.0,3277672.0,362852.5,2,816891.0,408445.5,2460781.0,362852.5,707500.0,353750.0,1944014.0,292750.0,36.31541815204098,63.68458184795902,50.0,50.0,20.0,80.0,30.0,70.0,10.0,100.0,0.0,33.33333333333333,0.0,24.922902596721087,26.68286873084585,100.0,100.0,100.0,25.0
2010-2019,R2F,Boston,622,440,182,5384,1423,772651880.0,350000.0,500000.0,2372057130.0,3144709010,462000.0,985696142.0,2992054203.0,459297.0,635039.0,3977750345,601948.0,1875,1193617594.0,402000.0,1517927798.0,522449.0,3509,1951091416.0,498000.0,2459822547.0,634355.0,1933,1283921457.0,447500.0,1617740045.0,567337.0,867,635720591.0,434327.0,982019454.0,700615.0,498299528.0,334013.0,785621929.0,565000.0,3451,1860787553.0,470000.0,2360010300.0,607393.0,556,349975551.0,483471.0,2010034749.0,620171.0,274352352.0,369000.0,1586435201.0,481000.0,35.50541957990133,64.49458042009867,60.92761770906535,39.07238229093464,35.902674591381874,64.09732540861813,34.82540861812778,65.17459138187222,11.552748885586924,70.7395498392283,29.260450160771708,23.466666666666665,5.186662866913651,14.829407778432152,14.743883661392914,39.29683220520142,38.81074853007928,44.85256078634247,16.111272095044914
2010-2019,R2F,Boxborough,0,0,0,2,1,665000.0,665000.0,450000.0,450000.0,1115000,557500.0,913202.0,561103.0,913202.0,561103.0,1474305,737152.5,0,0.0,,0.0,,2,1115000.0,557500.0,1474305.0,737152.5,0,0.0,,0.0,,0,0.0,,0.0,,0.0,,0.0,,2,1115000.0,557500.0,1474305.0,737152.5,1,913202.0,913202.0,561103.0,561103.0,665000.0,665000.0,450000.0,450000.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,,,,0.0,61.94118584689057,59.64125560538116,,,,50.0
2010-2019,R2F,Braintree,11,6,5,189,43,14542606.0,285000.0,445000.0,66427873.0,80970479,430000.0,18635358.0,83264175.0,391372.0,574444.0,101899533,544398.0,46,18749375.0,382000.0,23566231.0,496417.0,143,62221104.0,430000.0,78333302.0,549295.0,60,22592297.0,363102.0,28648522.0,463307.5,24,9697720.0,369942.5,18950802.0,524671.0,7594347.0,276750.0,14997950.0,412500.0,129,58378182.0,450000.0,73251011.0,571580.0,19,8937638.0,511481.0,64313373.0,580102.0,6948259.0,384000.0,51429923.0,453500.0,47.96064556420113,52.03935443579887,55.81395348837209,44.18604651162791,31.746031746031743,68.25396825396825,24.33862433862434,75.66137566137566,5.82010582010582,54.54545454545454,45.45454545454545,13.043478260869565,3.4965034965034967,12.201385179516498,11.90215036158543,33.850681721032586,33.614762589213484,40.0,14.728682170542637
2010-2019,R2F,Brookline,84,69,15,349,95,120719361.0,1207500.0,1344725.0,352621361.0,473340722,1308000.0,156006349.0,447629274.0,1606687.0,1731101.5,603635623,1683309.0,126,192897535.0,1465000.0,244925745.0,1926917.5,223,280443187.0,1220000.0,358709878.0,1595697.0,160,233047231.0,1337500.0,292272632.0,1709589.0,38,62503776.0,1482958.0,229768856.0,1883727.5,48989941.0,1123732.5,184057290.0,1468000.0,189,240293491.0,1300000.0,311362991.0,1681476.0,57,93502573.0,1790185.0,217860418.0,1657225.5,71729420.0,1379000.0,168564071.0,1280000.0,59.935107512835906,40.064892487164094,40.0,60.0,45.845272206303726,54.15472779369628,36.10315186246418,63.89684813753582,24.068767908309454,82.14285714285714,17.857142857142858,54.761904761904766,6.726457399103139,30.030085688636,29.850754467585638,21.38543577354174,21.021464528793306,23.75,30.158730158730158
2010-2019,R2F,Burlington,0,0,0,8,2,992800.0,496400.0,449250.0,2625900.0,3618700,449250.0,1361347.0,3331133.0,680673.5,566029.5,4692480,566029.5,0,0.0,,0.0,,8,3618700.0,449250.0,4692480.0,566029.5,1,272500.0,272500.0,356416.0,356416.0,1,356416.0,356416.0,0.0,,272500.0,272500.0,0.0,,7,3346200.0,518500.0,4336064.0,635039.0,1,1004931.0,1004931.0,3331133.0,566029.5,720300.0,720300.0,2625900.0,449250.0,73.81887204364502,26.181127956354995,50.0,50.0,12.5,87.5,0.0,100.0,0.0,,,,0.0,23.176110869212263,21.52590998744845,100.0,100.0,100.0,14.285714285714285
2010-2019,R2F,Cambridge,70,53,17,605,182,201834875.0,913750.0,1045000.0,499603994.0,701438869,1000000.0,256923379.0,631196355.0,1223541.5,1289131.0,888119734,1271833.0,191,258357238.0,1100000.0,324383550.0,1325173.0,414,443081631.0,950000.0,563736184.0,1233082.0,188,242307694.0,957500.0,304569063.0,1233082.0,70,112971009.0,1211617.5,191598054.0,1233515.5,89436034.0,902550.0,152871660.0,980000.0,417,459131175.0,1028000.0,583550671.0,1309270.0,112,143952370.0,1235879.5,439598301.0,1327809.0,112398841.0,925000.0,346732334.0,1050000.0,56.029299692497034,43.970700307502966,38.46153846153847,61.53846153846154,31.074380165289256,68.92561983471074,31.5702479338843,68.4297520661157,11.570247933884298,75.71428571428571,24.285714285714285,27.748691099476442,4.1062801932367154,24.668358234138676,24.480768704063713,37.09208278977435,36.91010901205638,37.234042553191486,26.85851318944844
2010-2019,R2F,Canton,6,5,1,73,18,7135704.0,359500.0,410000.0,24395500.0,31531204,399900.0,8795355.0,30037918.0,466209.0,534189.0,38833273,523179.0,22,9002604.0,374000.0,11097958.0,486359.5,51,22528600.0,462000.0,27735315.0,577307.0,23,8757604.0,360000.0,10897263.0,465668.0,13,6478350.0,461351.0,4418913.0,472591.0,5317704.0,349000.0,3439900.0,367500.0,50,22773600.0,486250.0,27936010.0,590752.5,5,2317005.0,583081.0,25619005.0,598295.0,1818000.0,462000.0,20955600.0,495000.0,26.34350745365025,73.65649254634975,72.22222222222221,27.77777777777778,31.506849315068493,68.4931506849315,30.136986301369863,69.86301369863014,8.21917808219178,83.33333333333334,16.666666666666664,22.727272727272727,1.9607843137254901,8.293972546544765,7.982927600379387,59.44933145139289,60.72099172330697,56.52173913043478,10.0
2010-2019,R2F,Carlisle,0,0,0,6,0,0.0,,670000.0,3873700.0,3873700,670000.0,0.0,4989233.0,,843592.5,4989233,843592.5,0,0.0,,0.0,,6,3873700.0,670000.0,4989233.0,843592.5,1,275000.0,275000.0,377640.0,377640.0,0,0.0,,377640.0,377640.0,0.0,,275000.0,275000.0,5,3598700.0,675000.0,4611593.0,941731.0,0,0.0,,4611593.0,941731.0,0.0,,3598700.0,675000.0,,,,,16.666666666666664,83.33333333333334,0.0,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-2019,R2F,Chelsea,79,60,19,562,137,36414901.0,245199.0,375000.0,173274060.0,209688961,343450.0,47581699.0,216170814.0,336443.0,484939.0,263752513,445422.0,225,78977520.0,310000.0,100487957.0,397216.0,337,130711441.0,366000.0,163264556.0,477401.0,184,60017457.0,286113.0,76355897.0,368425.0,96,33827618.0,334591.5,42528279.0,415060.0,25867799.0,237500.0,34149658.0,327500.0,378,149671504.0,371500.0,187396616.0,479020.0,41,13754081.0,336443.0,173642535.0,499487.0,10547102.0,250000.0,139124402.0,390000.0,28.90624187253171,71.0937581274683,70.07299270072993,29.927007299270077,32.74021352313167,67.25978647686833,40.0355871886121,59.9644128113879,14.05693950177936,75.9493670886076,24.050632911392405,26.666666666666668,5.637982195845697,7.339556761259766,7.046833711245395,44.3025612023129,43.100458255004035,52.17391304347826,10.846560846560847
2010-2019,R2F,Cohasset,2,2,0,21,5,9040000.0,875000.0,800000.0,26496000.0,35536000,825000.0,11752925.0,32276197.0,980861.0,1014178.0,44029122,980861.0,4,21705000.0,6150000.0,26844386.0,7873562.0,17,13831000.0,775000.0,17184736.0,924812.0,8,24332000.0,890000.0,30064677.0,1131940.5,3,9103556.0,980861.0,20961121.0,1283020.0,6790000.0,875000.0,17542000.0,905000.0,13,11204000.0,800000.0,13964445.0,924812.0,2,2649369.0,1324684.5,11315076.0,924812.0,2250000.0,1125000.0,8954000.0,770000.0,22.542209705243586,77.4577902947564,60.0,40.0,38.095238095238095,61.904761904761905,19.047619047619047,80.95238095238095,9.523809523809524,100.0,0.0,50.0,0.0,18.972247017335814,20.082113530881827,30.279906216853753,27.905638665132336,37.5,15.384615384615385
2010-2019,R2F,Concord,4,3,1,59,24,15777276.0,565000.0,638000.0,24336925.0,40114201,626000.0,20211356.0,30549588.0,701935.0,812976.0,50760944,789611.0,15,9843001.0,540000.0,12500708.0,696893.0,44,30271200.0,649400.0,38260236.0,844242.0,16,12493000.0,592500.0,15789082.0,759634.0,11,11270232.0,829356.0,4518850.0,692770.0,8845000.0,585000.0,3648000.0,600000.0,43,27621201.0,638000.0,34971862.0,789611.0,13,8941124.0,692770.0,26030738.0,841045.5,6932276.0,530000.0,20688925.0,643400.0,44.238120391328515,55.761879608671485,45.83333333333333,54.166666666666664,27.11864406779661,72.88135593220339,25.423728813559322,74.57627118644068,6.779661016949152,75.0,25.0,20.0,2.272727272727273,25.56662267510949,25.097663204434884,71.37990669755214,70.79964780276956,68.75,30.23255813953488
2010-2019,R2F,Danvers,25,19,6,191,47,15321586.0,289000.0,371000.0,55109326.0,70430912,365000.0,19735849.0,69591125.0,390644.0,479166.0,89326974,474737.0,59,18929837.0,289000.0,24363628.0,390644.0,132,51501075.0,379450.0,64963346.0,483706.0,48,16150987.0,297500.0,20365179.0,393938.0,26,10700507.0,374103.5,9664672.0,410950.5,8298487.0,277500.0,7852500.0,340000.0,143,54279925.0,375000.0,68961795.0,480633.0,21,9035342.0,458919.0,59926453.0,482287.0,7023099.0,340000.0,47256826.0,375000.0,45.78136972977448,54.21863027022552,55.319148936170215,44.680851063829785,25.13089005235602,74.86910994764398,30.89005235602094,69.10994764397905,13.089005235602095,76.0,24.0,32.20338983050847,4.545454545454546,13.10195304516073,12.938667472366625,52.543152210938096,51.380680326224024,54.166666666666664,14.685314685314685
2010-2019,R2F,Dedham,25,19,6,223,45,17396155.0,367000.0,402250.0,74233136.0,91629291,399900.0,22061558.0,93250493.0,476279.0,530094.5,115312051,512910.0,62,22981445.0,348500.0,29404514.0,457782.0,161,68647846.0,430000.0,85907537.0,549282.0,57,20860345.0,350000.0,26319049.0,448882.0,23,10478418.0,454821.0,15840631.0,448214.0,8149527.0,326000.0,12710818.0,351000.0,166,70768946.0,420000.0,88993002.0,540563.0,22,11583140.0,551348.0,77409862.0,535941.5,9246628.0,420000.0,61522318.0,413750.0,52.503726164761346,47.496273835238654,51.11111111111111,48.888888888888886,25.56053811659193,74.43946188340807,27.802690582959645,72.19730941704036,11.210762331838566,76.0,24.0,30.64516129032258,3.7267080745341614,13.01578746607514,13.065939967510609,39.81305707512456,39.06707679091597,40.35087719298245,13.253012048192772
